#gene_id	isoform_psi_value
ENSMUSG00000031397	ENSMUST00000010127:0,ENSMUST00000156959:0
ENSMUSG00000031328	ENSMUST00000144429:0,ENSMUST00000114299:0,ENSMUST00000101454:0,ENSMUST00000033699:0,ENSMUST00000130007:0,ENSMUST00000156766:0,ENSMUST00000141528:0,ENSMUST00000124950:0,ENSMUST00000150554:0,ENSMUST00000133609:0,ENSMUST00000127924:0,ENSMUST00000133174:0,ENSMUST00000127463:0,ENSMUST00000130203:0,ENSMUST00000133288:0
ENSMUSG00000001964	ENSMUST00000002029:0,ENSMUST00000096424:0,ENSMUST00000129516:0,ENSMUST00000119197:0,ENSMUST00000152288:0,ENSMUST00000088313:0
ENSMUSG00000081375	ENSMUST00000119926:0
ENSMUSG00000008682	ENSMUST00000008826:0,ENSMUST00000151702:0,ENSMUST00000149171:0,ENSMUST00000074085:0,ENSMUST00000142142:0,ENSMUST00000135690:0,ENSMUST00000125775:0,ENSMUST00000134330:0,ENSMUST00000144434:0,ENSMUST00000138954:0,ENSMUST00000146584:0
ENSMUSG00000064981	ENSMUST00000083047:0
ENSMUSG00000019088	ENSMUST00000019232:0,ENSMUST00000075821:0,ENSMUST00000114189:0,ENSMUST00000119361:0,ENSMUST00000128763:0,ENSMUST00000148882:0
ENSMUSG00000099226	ENSMUST00000184075:0
ENSMUSG00000084271	ENSMUST00000121868:0
ENSMUSG00000009995	ENSMUST00000146260:0,ENSMUST00000135012:0,ENSMUST00000069722:0,ENSMUST00000149055:0,ENSMUST00000156880:0,ENSMUST00000124200:0,ENSMUST00000156212:0,ENSMUST00000156072:0,ENSMUST00000134936:0,ENSMUST00000114180:0,ENSMUST00000147844:0,ENSMUST00000132437:0,ENSMUST00000134914:0,ENSMUST00000125972:0,ENSMUST00000135504:0,ENSMUST00000114182:0,ENSMUST00000176453:0,ENSMUST00000153459:0,ENSMUST00000124915:0,ENSMUST00000131116:0,ENSMUST00000134432:0,ENSMUST00000156788:0
ENSMUSG00000019087	ENSMUST00000019231:0,ENSMUST00000147900:0,ENSMUST00000147275:0,ENSMUST00000114171:0,ENSMUST00000135914:0,ENSMUST00000124797:0,ENSMUST00000136056:0,ENSMUST00000144075:0,ENSMUST00000144506:0,ENSMUST00000154630:0
ENSMUSG00000015291	ENSMUST00000015435:1.0,ENSMUST00000146013:0.0,ENSMUST00000145580:0.0,ENSMUST00000149391:0.0,ENSMUST00000153141:0.0,ENSMUST00000128915:0.0,ENSMUST00000144317:0.0,ENSMUST00000130581:0.0,ENSMUST00000137447:0.0,ENSMUST00000135041:0.0
ENSMUSG00000001962	ENSMUST00000114160:0,ENSMUST00000138242:0,ENSMUST00000149312:0
ENSMUSG00000106409	ENSMUST00000199697:0
ENSMUSG00000031398	ENSMUST00000136114:0,ENSMUST00000004326:0,ENSMUST00000154062:0,ENSMUST00000142236:0,ENSMUST00000152376:0,ENSMUST00000139323:0,ENSMUST00000152317:0,ENSMUST00000148726:0,ENSMUST00000137484:0
ENSMUSG00000015289	ENSMUST00000114153:1.0,ENSMUST00000015433:0.0,ENSMUST00000114152:0.0
ENSMUSG00000015290	ENSMUST00000155676:0,ENSMUST00000126117:0,ENSMUST00000015434:0,ENSMUST00000140632:0,ENSMUST00000178691:0,ENSMUST00000126191:0,ENSMUST00000125914:0
ENSMUSG00000032806	ENSMUST00000114147:0,ENSMUST00000114146:0,ENSMUST00000073067:0,ENSMUST00000037967:0
ENSMUSG00000031399	ENSMUST00000114143:0,ENSMUST00000015427:0,ENSMUST00000114142:0,ENSMUST00000114141:0,ENSMUST00000114139:0,ENSMUST00000122894:0,ENSMUST00000149218:0,ENSMUST00000136716:0,ENSMUST00000114138:0,ENSMUST00000141604:0
ENSMUSG00000004221	ENSMUST00000144947:0.0,ENSMUST00000164101:0.006882935496064225,ENSMUST00000180230:0.009154830100217433,ENSMUST00000130802:0.0,ENSMUST00000135165:0.0,ENSMUST00000114128:0.0,ENSMUST00000114133:0.0,ENSMUST00000004330:3.662014249892816e-08,ENSMUST00000114129:0.0,ENSMUST00000132749:0.0,ENSMUST00000138564:0.0,ENSMUST00000149525:0.0,ENSMUST00000114130:0.9839621977835759,ENSMUST00000114127:0.0,ENSMUST00000064407:0.0,ENSMUST00000139036:0.0,ENSMUST00000156707:0.0,ENSMUST00000143784:0.0
ENSMUSG00000031400	ENSMUST00000004327:0,ENSMUST00000143521:0,ENSMUST00000135894:0,ENSMUST00000155963:0
ENSMUSG00000079536	ENSMUST00000114125:0
ENSMUSG00000082707	ENSMUST00000121811:0
ENSMUSG00000083283	ENSMUST00000119320:0
ENSMUSG00000083768	ENSMUST00000121459:0
ENSMUSG00000082447	ENSMUST00000119618:0
ENSMUSG00000065291	ENSMUST00000083357:0
ENSMUSG00000085066	ENSMUST00000118711:0
ENSMUSG00000043715	ENSMUST00000059880:0
ENSMUSG00000051706	ENSMUST00000216108:0,ENSMUST00000216007:0,ENSMUST00000054541:0
ENSMUSG00000077462	ENSMUST00000104274:0
ENSMUSG00000079534	ENSMUST00000114119:0
ENSMUSG00000100968	ENSMUST00000189146:0
ENSMUSG00000053211	ENSMUST00000189888:0,ENSMUST00000065545:0
ENSMUSG00000069053	ENSMUST00000190013:0.0,ENSMUST00000115894:1.0
ENSMUSG00000101036	ENSMUST00000191581:0
ENSMUSG00000101107	ENSMUST00000187181:1.0
ENSMUSG00000101666	ENSMUST00000187648:0
ENSMUSG00000056673	ENSMUST00000189069:0.036642199231102554,ENSMUST00000055032:0.2600309223954194,ENSMUST00000188910:0.059468010175947966,ENSMUST00000186696:0.0,ENSMUST00000186726:0.31602268797131233,ENSMUST00000189626:0.020460181469351236,ENSMUST00000185542:0.0,ENSMUST00000187296:0.26008940238066164,ENSMUST00000189955:0.047286596376204755
ENSMUSG00000075874	ENSMUST00000101925:0
ENSMUSG00000106618	ENSMUST00000197757:0
ENSMUSG00000069049	ENSMUST00000091197:0.0,ENSMUST00000137006:0.0,ENSMUST00000148961:1.0,ENSMUST00000154556:0.0,ENSMUST00000139083:0.0,ENSMUST00000134820:0.0
ENSMUSG00000099876	ENSMUST00000188485:0
ENSMUSG00000091749	ENSMUST00000172304:0,ENSMUST00000169014:0,ENSMUST00000186546:0
ENSMUSG00000068457	ENSMUST00000143286:0.0,ENSMUST00000154666:0.0,ENSMUST00000069309:0.0,ENSMUST00000139365:0.0,ENSMUST00000154004:0.0,ENSMUST00000185837:1.0,ENSMUST00000143958:0.0,ENSMUST00000137048:0.0,ENSMUST00000133976:0.0,ENSMUST00000157073:0.0,ENSMUST00000150715:0.0,ENSMUST00000154527:0.0
ENSMUSG00000069045	ENSMUST00000091190:0,ENSMUST00000188182:0,ENSMUST00000188484:0,ENSMUST00000187596:0
ENSMUSG00000101059	ENSMUST00000084813:0
ENSMUSG00000099809	ENSMUST00000189783:0
ENSMUSG00000069044	ENSMUST00000091188:0
ENSMUSG00000077793	ENSMUST00000104605:0
ENSMUSG00000100842	ENSMUST00000191545:0
